ENT,MUN,NOM_MUN,TOT_VIV,VIV_REM,VIV_EMIG,VIV_CIRC,VIV_RET,IAIM,GAIM,POS_NAL
11,11011,Cortazar,18062,12.58,13.04,2.7,2.75,8.299,Alto,378
11,11012,Cuerámaro,5347,36.23,17.71,5.82,2.56,16.082,Muy Alto,34
11,11013,Doctor Mora,4000,10.58,15.85,1.35,1.25,7.166,Alto,470
11,11014,Dolores Hidalgo Cuna de la Independencia Nacional,25189,11.06,15.73,4.18,1.58,8.155,Alto,387
11,11015,Guanajuato,31702,3.79,6,0.41,0.56,2.035,Bajo,1259
11,11016,Huanímaro,3880,30.98,30.77,14.41,5.64,21.116,Muy Alto,5
11,11017,Irapuato,96165,6.63,6.76,1.49,1.14,4.25,medio,816
11,11018,Jaral del Progreso,7174,12.42,18.61,2.43,2.62,9.54,Alto,281
11,11019,Jerécuaro,12212,12.71,13.61,4.45,2.82,8.451,Alto,366
11,11020,León,235598,4.07,3.73,1.18,0.72,2.589,Bajo,1112
11,11021,Moroleón,11600,11.08,9.78,2.68,2.42,6.743,Alto,514
11,11022,Ocampo,4131,31.13,23.75,1.96,7.94,16.26,Muy Alto,31
11,11023,Pénjamo,28826,8.05,8.16,1.02,1.62,4.799,medio,737
11,11024,Pueblo Nuevo,2286,17.63,14.83,3.06,1.75,9.603,Alto,274
11,11025,Purísima del Rincón,8831,7.39,5.34,0.79,0.49,3.642,Bajo,911
11,11026,Romita,10202,14.49,22.82,0.32,1.85,10.222,Alto,239
11,11027,Salamanca,51882,8.46,7.99,1.25,0.98,4.768,medio,742
11,11028,Salvatierra,21488,14.9,14.18,2.73,2.53,9.147,Alto,319
11,11029,San Diego de la Unión,6516,18.62,20.66,2.81,3.61,11.823,Muy Alto,168
11,11030,San Felipe,17988,15.8,17.88,2.52,0.9,9.418,Alto,294
11,11031,San Francisco del Rincón,19632,10.35,6.64,1.47,2.66,5.446,medio,667
11,11032,San José Iturbide,11096,8.8,10.22,5.05,2.5,7.012,Alto,485
11,11033,San Luis de la Paz,17840,14.15,19.87,3.6,1.17,9.422,Alto,292
11,11034,Santa Catarina,982,13.75,18.23,0.71,2.75,8.92,Alto,336
11,11035,Santa Cruz de Juventino Rosas,13212,6.75,11.32,5.27,1.36,6.631,medio,527
11,11036,Santiago Maravatío,1642,27.41,23.26,7.67,9.14,17.201,Muy Alto,20
11,11037,Silao,26090,7.7,5.78,1.54,1.51,4.388,medio,790
11,11038,Tarandacuao,2709,17.64,13.14,3.4,3.21,9.717,Alto,263
11,11039,Tarimoro,8803,20.91,23.76,7.2,5.32,14.67,Muy Alto,66
11,11040,Tierra Blanca,2586,3.87,8.86,3.87,0.27,4.254,medio,813
11,11041,Uriangato,12451,10.19,10.77,3.65,2.19,6.89,Alto,498
11,11042,Valle de Santiago,27509,12.74,10.42,1.66,1.61,6.566,medio,531
11,11043,Victoria,3622,6.65,8.28,1.52,1.1,4.296,medio,808
11,11044,Villagrán,9614,10.41,11.9,0.81,2.12,6.736,Alto,516
11,11045,Xichú,2349,13.67,15.28,2.72,1.4,8.071,Alto,394
11,11046,Yuriria,15186,12.09,15.86,2.3,1.96,8.222,Alto,384
12,12001,Acapulco de Juárez,175202,5.45,5.31,0.55,0.46,3.029,Bajo,1021
12,12002,Ahuacuotzingo,4220,9.27,13.01,0.19,0.47,5.754,medio,627
12,12003,Ajuchitlán del Progreso,7403,12.62,13.12,0.65,0.77,6.994,Alto,488
12,12004,Alcozauca de Guerrero,2669,3.15,4.72,1.16,0.41,2.372,Bajo,1175
12,12005,Alpoyeca,1231,20.88,21.69,0.89,8.12,10.73,Alto,209
12,12006,Apaxtla,2710,23.91,14.98,0.63,2.25,10.105,Alto,245
12,12007,Arcelia,6746,21.32,12.05,0.33,2.77,9.016,Alto,328
12,12008,Atenango del Río,1665,19.34,13.99,4.08,3.48,10.058,Alto,249
12,12009,Atlamajalcingo del Monte,894,0.78,0.78,0,0,0.402,Muy Bajo,2010
12,12010,Atlixtac,4328,6.31,8.85,1.59,0.76,4.534,medio,768
12,12011,Atoyac de Álvarez,13861,4.04,4.49,0.43,0.38,2.354,Bajo,1182
12,12012,Ayutla de los Libres,9976,2.31,3.44,0.99,0.42,1.667,Bajo,1363
12,12013,Azoyú,7263,6.24,3.87,0.39,0.3,2.772,Bajo,1068
12,12014,Benito Juárez,4081,10.39,6.96,1.69,0.88,4.996,medio,715
12,12015,Buenavista de Cuéllar,3163,12.33,15.18,5.6,3.51,9.245,Alto,310
12,12016,Coahuayutla de José María Izazaga,2755,10.64,9.87,3.52,1.31,6.453,medio,544
12,12017,Cocula,3826,33.69,19.65,3.27,7.79,16.341,Muy Alto,29
12,12018,Copala,2817,8.45,6.32,0,0.67,3.869,medio,876
12,12019,Copalillo,2367,4.94,6.34,0.13,0.51,2.914,Bajo,1040
12,12020,Copanatoyac,3344,1.02,1.08,0.15,0.15,0.606,Muy Bajo,1843
12,12021,Coyuca de Benítez,15546,7.06,4.12,1.69,1.3,3.593,Bajo,921
12,12022,Coyuca de Catalán,9336,10.3,7.8,1.15,1.42,5.178,medio,696
12,12023,Cuajinicuilapa,5063,13.04,9.88,3.4,0.67,6.669,medio,523
12,12024,Cualác,1278,3.76,4.62,0.08,0.63,2.187,Bajo,1227
12,12025,Cuautepec,3355,2.32,1.58,0,0,1.025,Muy Bajo,1618
12,12026,Cuetzala del Progreso,1976,16.45,13.66,0.76,2.33,8.053,Alto,396
12,12027,Cutzamala de Pinzón,6462,30.19,18.17,4.98,6.64,15.171,Muy Alto,52
12,12028,Chilapa de Álvarez,21266,1.49,0.74,0.15,0.09,0.602,Muy Bajo,1846
12,12029,Chilpancingo de los Bravo,44590,5.87,4.47,0.68,0.54,2.889,Bajo,1043
12,12030,Florencio Villarreal,3857,12.19,13.25,0,0.67,6.458,medio,543
12,12031,General Canuto A. Neri,1588,18.2,20.34,2.02,2.58,11.408,Alto,185
12,12032,General Heliodoro Castillo,5968,7.88,5.6,0.5,0.77,4.117,medio,834
12,12033,Huamuxtitlán,3194,17.63,20.79,1.47,4.76,10.776,Alto,207
12,12034,Huitzuco de los Figueroa,8530,25.21,18.48,1.89,4.96,12.819,Muy Alto,121
12,12035,Iguala de la Independencia,29860,14.05,9.45,0.97,2.66,6.982,Alto,489
12,12036,Igualapa,1986,1.81,1.86,0.25,0,0.894,Muy Bajo,1685
12,12037,Ixcateopan de Cuauhtémoc,1613,24.24,14.82,0.93,3.78,10.458,Alto,224
12,12038,Zihuatanejo de Azueta,22758,7.23,7.13,1.56,1.45,4.338,medio,797
12,12039,Juan R. Escudero,4724,9.78,10.25,0.78,1.29,5.559,medio,658
12,12040,Leonardo Bravo,4577,6.38,11.32,1.31,1.75,4.769,medio,741
12,12041,Malinaltepec,6483,0.72,0.48,0,0.05,0.316,Muy Bajo,2076
12,12042,Mártir de Cuilapan,2891,1.87,4.22,0.07,0.35,1.543,Bajo,1404
12,12043,Metlatónoc,5812,0.5,0.38,0,0.02,0.246,Muy Bajo,2125
12,12044,Mochitlán,2448,2.9,4.53,0.2,0,1.936,Bajo,1280
12,12045,Olinalá,4320,10.81,11.92,1.06,1.88,6.477,medio,539
12,12046,Ometepec,10033,1.81,1.65,0.17,0.27,0.988,Muy Bajo,1640
12,12047,Pedro Ascencio Alquisiras,1474,8.75,10.45,0.27,1.02,5.016,medio,712
12,12048,Petatlán,10868,10.05,9.1,0.76,0.64,5.03,medio,710
12,12049,Pilcaya,2541,5.55,8.7,2.24,1.53,4.573,medio,763
12,12050,Pungarabato,7474,12.43,5.47,1.32,1.53,5.414,medio,671
12,12051,Quechultenango,6880,1.86,1.93,0.01,0,1.021,Muy Bajo,1621
12,12052,San Luis Acatlán,6802,1.56,2.28,0,0,0.953,Muy Bajo,1653
12,12053,San Marcos,10474,13.25,17.72,1.25,0.59,8.395,Alto,372
12,12054,San Miguel Totolapan,5010,6.43,4.77,0.12,0.44,2.457,Bajo,1148
12,12055,Taxco de Alarcón,23578,4.01,6.29,0.98,0.61,2.962,Bajo,1030
12,12056,Tecoanapa,9250,6.83,5.25,0.19,0.38,3.242,Bajo,988
12,12057,Técpan de Galeana,14524,7.49,5.51,0.68,1.57,3.964,medio,862
12,12058,Teloloapan,10698,21.25,12.63,1.45,3.47,9.42,Alto,293
12,12059,Tepecoacuilco de Trujano,7422,14.74,9.94,1.02,2.36,7.333,Alto,450
12,12060,Tetipac,2634,6.26,9.79,0.65,0.95,3.571,Bajo,930
12,12061,Tixtla de Guerrero,7472,1.38,2.21,0.15,0.29,0.982,Muy Bajo,1641
12,12062,Tlacoachistlahuaca,2683,0.89,0.71,0.75,0.26,0.647,Muy Bajo,1816
12,12063,Tlacoapa,1654,2.54,7.19,0.36,0,2.439,Bajo,1153
12,12064,Tlalchapa,3043,30.4,14.36,0.23,3.25,12.074,Muy Alto,157
12,12065,Tlalixtaquilla de Maldonado,1388,12.82,28.75,13.62,7.35,16.071,Muy Alto,35
12,12066,Tlapa de Comonfort,10388,8.34,6.72,0.31,1.39,4.249,medio,817
12,12067,Tlapehuala,4896,21.81,10.7,0.02,1.51,7.986,Alto,405
12,12068,La Unión de Isidoro Montes de Oca,5578,6.97,8.84,0.77,2.38,4.673,medio,753
12,12069,Xalpatláhuac,1947,8.73,20.9,0.1,0.21,7.638,Alto,430
12,12070,Xochihuehuetlán,1644,16.36,7.79,0.36,3.41,6.315,medio,561
12,12071,Xochistlahuaca,4882,0,0.08,0,0,0.011,Muy Bajo,2343
12,12072,Zapotitlán Tablas,1957,0.1,0.72,0.05,0,0.225,Muy Bajo,2145
12,12073,Zirándaro,4541,13.63,9.76,3.15,2.75,7.469,Alto,437
12,12074,Zitlala,3528,0.94,3.26,0,0,1.052,Muy Bajo,1604
12,12075,Eduardo Neri,7729,4.61,8.46,0.48,1,3.977,medio,859
12,12076,Acatepec,4737,0.02,0,0,0,0.005,Muy Bajo,2346
12,12077,Marquelia,,,,,,,,
12,12078,Cochoapa el Grande,,,,,,,,
12,12079,José Joaquin de Herrera,,,,,,,,
12,12080,Juchitán,,,,,,,,
12,12081,Iliatenco,,,,,,,,
13,13001,Acatlán,3861,10.36,18.7,4.56,1.55,8.66,Alto,355
13,13002,Acaxochitlán,7134,0.5,1.65,0.8,0,0.711,Muy bajo,1774
13,13003,Actopan,10362,6.94,9.33,1.72,1.74,4.781,Medio,738
13,13004,Agua Blanca de Iturbide,1919,2.55,2.5,0.63,0.36,1.089,Bajo,1585
13,13005,Ajacuba,3288,4.87,9.85,0.61,0.46,3.788,Medio,886
13,13006,Alfajayucan,4392,18.44,19.92,4.23,3.03,11.472,Alto,183
13,13007,Almoloya,2401,1.42,2.79,1.04,0.67,1.529,Bajo,1411
13,13008,Apan,9470,3.94,4.23,1.48,0.08,2.329,Bajo,1191
13,13009,El Arenal,3096,11.21,14.6,3.78,1.36,7.837,Alto,416
13,13010,Atitalaquia,4743,0.55,1.18,0.02,0.3,0.526,Muy bajo,1901
13,13011,Atlapexco,3537,0.51,0.14,0,0,0.168,Muy bajo,2186
13,13012,Atotonilco el Grande,5658,14.05,21.49,4.77,0.67,10.345,Alto,231
13,13013,Atotonilco de Tula,5657,0.32,1.4,0.18,0.16,0.527,Muy bajo,1900
13,13014,Calnali,3686,0.46,1.17,0.57,0,0.524,Muy bajo,1904
13,13015,Cardonal,3651,12.85,20.08,6.46,2.03,10.465,Alto,223
13,13016,Cuautepec de Hinojosa,9353,6.1,9.85,1.07,1.58,4.663,Medio,754
13,13017,Chapantongo,2610,2.3,3.07,0.23,0,1.403,Bajo,1455
13,13018,Chapulhuacán,4815,5.86,12.02,4.32,2.62,6.219,Medio,573
13,13019,Chilcuautla,3301,10.72,17.81,3.6,1.7,8.525,Alto,362
13,13020,Eloxochitlán,805,12.17,15.78,1.86,2.73,8.332,Alto,376
13,13021,Emiliano Zapata,2781,1.29,1.83,0.79,0.5,1.127,Muy bajo,1565
13,13022,Epazoyucan,2738,8.77,11.58,6.43,1.68,7.286,Alto,458
13,13023,Francisco I. Madero,6248,7.07,13.56,2.66,1.02,6.139,Medio,586
13,13024,Huasca de Ocampo,3072,7.03,13.48,5.27,2.15,6.885,Alto,500
13,13025,Huautla,4411,0.75,0,0.11,0.05,0.239,Muy bajo,2129
13,13026,Huazalingo,2091,0.43,0.33,0,0,0.201,Muy bajo,2164
13,13027,Huehuetla,5564,0.25,0.25,0.2,0,0.182,Muy bajo,2177
13,13028,Huejutla de Reyes,22064,0.38,0.59,0.04,0.09,0.292,Muy bajo,2094
13,13029,Huichapan,8296,7.56,13.48,2.66,1.29,6.445,Medio,547
13,13030,Ixmiquilpan,16299,19.35,20.81,5.22,4.76,12.537,Muy alto,135
13,13031,Jacala de Ledezma,3070,14.92,15.15,2.8,1.79,8.668,Alto,354
13,13032,Jaltocán,1902,1.21,2.31,0.32,0.16,1.011,Muy bajo,1628
13,13033,Juárez Hidalgo,801,4.37,7.49,0.5,1.37,3.388,Bajo,967
13,13034,Lolotla,1895,4.17,6.65,0,0,2.709,Bajo,1081
13,13035,Metepec,2069,3,11.26,7.39,0.24,5.354,Medio,678
13,13036,San Agustín Metzquititlán,2255,5.19,9.98,1.95,1.11,4.348,Medio,795
13,13037,Metztitlán,5635,4.4,5.8,0.75,0.37,2.84,Bajo,1053
13,13038,Mineral del Chico,1712,0.76,5.14,0,0.18,1.53,Bajo,1409
13,13039,Mineral del Monte,2729,5.57,7.95,0.66,1.65,3.961,Medio,863
13,13040,La Misión,2500,19.24,21.24,4.96,2.68,12.082,Muy alto,156
13,13041,Mixquiahuala de Juárez,7757,6.25,10.12,2.28,0.81,4.941,Medio,724
13,13042,Molango de Escamilla,2692,1.04,4.35,0.19,0,1.338,Bajo,1471
13,13043,Nicolás Flores,1381,9.85,10.43,1.52,1.96,5.926,Medio,612
13,13044,Nopala de Villagrán,3555,4.87,7.29,0.34,0.08,3.031,Bajo,1016
13,13045,Omitlán de Juárez,1781,8.48,10.67,2.3,0.95,5.652,Medio,643
13,13046,San Felipe Orizatlán,7450,0.6,1.18,0.47,0,0.573,Muy bajo,1867
13,13047,Pacula,1351,24.8,40.27,8.22,5.92,19.774,Muy alto,10
13,13048,Pachuca de Soto,62474,1.9,1.73,0.68,0.35,1.183,Muy bajo,1540
13,13049,Pisaflores,3345,5.02,14.41,1.11,1.26,5.625,Medio,646
13,13050,Progreso de Obregón,4397,8.62,13.26,2.16,1.75,6.407,Medio,553
13,13051,Mineral de la Reforma,10984,1.81,1.22,0.56,0.2,0.938,Muy bajo,1662
13,13052,San Agustín Tlaxiaca,5212,2.09,4.7,0.17,0.25,1.872,Bajo,1303
13,13053,San Bartolo Tutotepec,3872,0.83,1.29,0,0,0.424,Muy bajo,1992
13,13054,San Salvador,6081,10.49,19.29,5.49,1.6,9.17,Alto,315
13,13055,Santiago de Anaya,3058,10.43,20.96,2.71,1.9,8.97,Alto,332
13,13056,Santiago Tulantepec de Lugo Guerrero,6263,3.72,5.8,0.62,0.54,2.649,Bajo,1098
13,13057,Singuilucan,2838,4.58,15.72,4.23,0.28,6.254,Medio,568
13,13058,Tasquillo,3899,20.88,19.39,2.8,5,11.89,Muy alto,163
13,13059,Tecozautla,6891,7.82,25.15,6.24,2.8,10.522,Alto,219
13,13060,Tenango de Doria,3181,10.28,26.56,2.89,2.55,10.685,Alto,211
13,13061,Tepeapulco,12004,4.4,6.42,1.62,1.88,3.606,Bajo,917
13,13062,Tepehuacán de Guerrero,5563,3.43,4.3,0.36,0.2,2.033,Bajo,1260
13,13063,Tepeji del Río de Ocampo,15771,1.9,3.09,1.53,0.6,1.671,Bajo,1362
13,13064,Tepetitlán,2046,5.67,7.92,0.15,1.47,3.779,Medio,888
13,13065,Tetepango,1984,3.33,2.57,0,0,1.281,Bajo,1498
13,13066,Villa de Tezontepec,1936,2.89,0.88,0.46,0.31,1.18,Muy bajo,1542
13,13067,Tezontepec de Aldama,8360,1.56,4.38,0.48,0.33,1.747,Bajo,1336
13,13068,Tianguistengo,2878,0.45,1.18,0,0,0.333,Muy bajo,2064
13,13069,Tizayuca,10825,1.31,1.76,0.67,0.23,1.015,Muy bajo,1625
13,13070,Tlahuelilpan,3115,1.19,2.83,1.22,0,1.346,Bajo,1469
13,13071,Tlahuiltepa,2313,5.06,4.89,1.08,0.04,2.769,Bajo,1069
13,13072,Tlanalapa,2244,5.57,6.46,0.49,0.04,3.246,Bajo,987
13,13073,Tlanchinol,6833,2.49,5.08,0.72,0,2.059,Bajo,1257
13,13074,Tlaxcoapan,4983,0.7,0.6,0.48,0.02,0.453,Muy bajo,1971
13,13075,Tolcayuca,2683,1.53,2.87,0.82,0.45,1.508,Bajo,1422
13,13076,Tula de Allende,21136,1.55,2.11,1.2,0.32,1.264,Bajo,1506
13,13077,Tulancingo de Bravo,28395,8.83,6.54,1.71,0.23,4.325,Medio,802
13,13078,Xochiatipan,3533,0,0,0.06,0,0.014,Muy bajo,2341
13,13079,Xochicoatlán,1778,0.9,0.34,0,0,0.316,Muy bajo,2078
13,13080,Yahualica,4628,0,0.32,0.17,0,0.128,Muy bajo,2238
13,13081,Zacualtipán de Ángeles,5878,6.06,6.84,0.97,0.56,3.722,Bajo,897
13,13082,Zapotlán de Juárez,3473,3.6,4.12,1.76,1.04,2.58,Bajo,1115
13,13083,Zempoala,6048,1.39,1.69,0.2,0.53,0.94,Muy bajo,1658
13,13084,Zimapán,8485,18.56,28.83,3.58,3.52,13.862,Muy alto,85
14,14001,Acatic,4024,13.82,15.26,6.49,6.51,10.478,Alto,222
14,14002,Acatlán de Juárez,4480,9.87,6.67,2.32,1.63,5.227,Medio,689
14,14003,Ahualulco de Mercado,4798,13.96,9.11,1.88,2.73,7.004,Alto,486
14,14004,Amacueca,1311,16.09,9.69,4.12,5.19,8.723,Alto,353
14,14005,Amatitán,2641,7.16,6.78,1.36,2.27,4.494,Medio,777
14,14006,Ameca,13732,18.26,13.09,1.84,2.48,8.944,Alto,333
14,14007,San Juanito de Escobedo,2026,14.96,13.38,1.73,4.2,8.854,Alto,341
14,14008,Arandas,15429,10.02,15.75,5.48,4.12,8.859,Alto,339
14,14009,El Arenal,3039,7.86,11.78,4.24,1.74,6.474,Medio,540
14,14010,Atemajac de Brizuela,1225,11.18,7.18,1.06,2.78,5.983,Medio,605
14,14011,Atengo,1309,29.11,16.12,2.98,5.19,13.411,Muy alto,100
14,14012,Atenguillo,1075,22.79,16.74,0.74,3.07,10.995,Alto,200
14,14013,Atotonilco el Alto,10981,14.43,13.95,2.57,3.92,8.429,Alto,368
14,14014,Atoyac,2123,17.43,9.09,1.32,2.78,9.4,Alto,296
14,14015,Autlán de Navarro,12345,13.34,7.49,2.84,3.52,6.775,Alto,510
14,14016,Ayotlán,7245,10.46,11.4,2.33,1.3,6.55,Medio,533
14,14017,Ayutla,2938,25.87,10.31,2.14,5.51,11.476,Alto,182
14,14018,La Barca,13537,23.19,21.75,3.6,4.5,13.72,Muy alto,90
14,14019,Bolaños,1085,1.84,3.87,0.18,0.37,1.591,Bajo,1387
14,14020,Cabo Corrientes,2092,3.92,3.35,0.53,1.63,2.302,Bajo,1197
14,14021,Casimiro Castillo,4944,10.78,7.75,2.29,3.18,5.765,Medio,626
14,14022,Cihuatlán,7856,6.77,3.65,0.65,2.62,3.39,Bajo,965
14,14023,Zapotlán el Grande,21057,6.54,5.8,0.93,1.14,3.678,Bajo,904
14,14024,Cocula,6650,20.84,11.73,0.45,3.14,9.073,Alto,323
14,14025,Colotlán,4134,17.88,15.24,2.27,2.52,9.583,Alto,277
14,14026,Concepción de Buenos Aires,1339,14.04,9.93,0.97,3.06,6.916,Alto,495
14,14027,Cuautitlán de García Barragán,4064,17.25,10.75,2.02,3.62,8.274,Alto,381
14,14028,Cuautla,579,41.11,21.07,2.59,5.7,17.106,Muy alto,22
14,14029,Cuquío,3864,13.61,14.57,5.1,4.4,9.523,Alto,286
14,14030,Chapala,11808,9.23,4.19,2.02,2.32,4.705,Medio,750
14,14031,Chimaltitán,868,22,11.87,1.73,2.3,9.391,Alto,297
14,14032,Chiquilistlán,1179,13.99,10.52,0.68,3.82,7.334,Alto,449
14,14033,Degollado,4460,19.13,18.74,7.56,6.08,12.942,Muy alto,115
14,14034,Ejutla,560,37.86,20.71,2.32,8.39,17.318,Muy alto,18
14,14035,Encarnación de Díaz,9657,9.69,12.82,1.64,1.17,6.094,Medio,591
14,14036,Etzatlán,3999,15.38,7.93,2.95,1.48,6.8,Alto,508
14,14037,El Grullo,5480,15.22,8.63,4.22,3.34,7.736,Alto,423
14,14038,Guachinango,1203,28.1,14.38,9.06,3.99,13.588,Muy alto,96
14,14039,Guadalajara,390643,4.58,3.6,1.21,0.93,2.67,Bajo,1090
14,14040,Hostotipaquillo,1888,19.28,6.67,0.9,0.69,6.719,Alto,520
14,14041,Huejúcar,1673,31.2,23.25,1.73,6.63,15.937,Muy alto,36
14,14042,Huejuquilla el Alto,2008,22.71,20.62,1.74,4.03,11.129,Muy alto,194
14,14043,La Huerta,5453,7.83,9.79,1.41,4.24,5.887,Medio,617
14,14044,Ixtlahuacán de los Membrillos,5133,5.81,7.4,2.59,0.78,4.336,Medio,798
14,14045,Ixtlahuacán del Río,4160,23.13,17.86,6.42,3.63,12.119,Muy alto,154
14,14046,Jalostotitlán,6150,14.08,18.16,4.98,5.97,10.68,Alto,212
14,14047,Jamay,4587,15.26,8.63,3.03,5.82,8.554,Alto,359
14,14048,Jesús María,3949,12.86,15.95,3.42,2.76,7.97,Alto,407
14,14049,Jilotlán de los Dolores,2144,16.04,9.65,2.05,1.4,7.318,Alto,452
14,14050,Jocotepec,7773,9.43,7.38,3.82,1.75,6.031,Medio,600
14,14051,Juanacatlán,2716,11.08,9.02,1.84,3.09,6.433,Medio,549
14,14052,Juchitlán,1323,16.02,10.58,0.23,1.74,7.169,Alto,469
14,14053,Lagos de Moreno,27249,13.24,16.41,1.86,1.64,8.187,Alto,385
14,14054,El Limón,1764,31.8,18.76,3.12,7.37,15.432,Muy alto,47
14,14055,Magdalena,4050,12.96,8.96,1.14,2.52,6.21,Medio,575
14,14056,Santa María del Oro,673,23.33,8.47,1.78,3.42,9.308,Alto,301
14,14057,La Manzanilla de la Paz,962,15.8,13.83,4.26,5.72,10.007,Alto,252
14,14058,Mascota,3136,18.65,11.99,1.66,1.72,8.754,Alto,350
14,14059,Mazamitla,2500,14.72,14.28,1.68,3.32,8.729,Alto,352
14,14060,Mexticacán,1714,28.76,21.94,0.58,3.21,13.753,Muy alto,88
14,14061,Mezquitic,3127,10.91,7.32,1.79,2.08,5.746,Medio,629
14,14062,Mixtlán,891,24.13,17.4,1.91,5.39,12.192,Muy alto,149
14,14063,Ocotlán,19561,6.55,5.65,3.32,1.97,4.512,Medio,773
14,14064,Ojuelos de Jalisco,5952,10.95,15.24,4.02,0.91,7.978,Alto,406
14,14065,Pihuamo,3502,18.3,12.39,5.28,3.83,9.301,Alto,302
14,14066,Poncitlán,8012,10,5.48,1.59,1.3,5.287,Medio,684
14,14067,Puerto Vallarta,46181,2.59,2.07,0.83,1.51,1.757,Bajo,1332
14,14068,Villa Purificación,2642,17.64,12.41,1.51,3.52,8.76,Alto,348
14,14069,Quitupan,2792,28.58,20.85,4.66,5.12,15.051,Muy alto,56
14,14070,El Salto,17861,3.13,3.8,0.43,1.27,2.096,Bajo,1249
14,14071,San Cristóbal de la Barranca,862,10.9,11.02,3.48,1.74,6.346,Alto,555
14,14072,San Diego de Alejandría,1281,17.8,19.67,3.28,4.06,11.44,Alto,184
14,14073,San Juan de los Lagos,11158,9.46,9.83,3.64,2.46,6.206,Medio,576
14,14074,San Julián,3184,13.44,18.69,3.49,5.87,10.119,Alto,243
14,14075,San Marcos,851,15.39,10.11,1.53,2.59,7.552,Alto,434
14,14076,San Martín de Bolaños,880,17.73,3.18,0.11,2.05,5.58,Medio,655
14,14077,San Martín Hidalgo,6411,21.92,19.14,6.01,4.82,11.842,Muy alto,165
14,14078,San Miguel el Alto,5974,11.83,16.24,5.83,2.31,9.028,Alto,325
14,14079,Gómez Farías,2766,8.46,8.32,2.24,3,5.641,Medio,645
14,14080,San Sebastián del Oeste,1594,24.15,16.06,1.19,2.57,11.071,Alto,197
14,14081,Santa María de los Ángeles,1086,28.45,18.78,2.03,3.68,13.297,Muy alto,102
14,14082,Sayula,7205,7.41,5.57,0.5,2.19,3.908,Medio,871
14,14083,Tala,12677,9.73,8.94,3.83,1.83,6.256,Medio,567
14,14084,Talpa de Allende,2780,8.38,4.96,1.01,1.12,4.001,Medio,855
14,14085,Tamazula de Gordiano,9576,12.6,12.03,1.22,2.16,6.732,Alto,517
14,14086,Tapalpa,3355,6.65,9.99,2.47,1.43,4.987,Medio,718
14,14087,Tecalitlán,4355,16.58,11.07,2.23,1.56,7.697,Alto,426
14,14088,Tecolotlán,3797,14.93,12.3,0.55,3.32,6.429,Alto,550
14,14089,Techaluta de Montenegro,744,25.13,14.78,3.09,5.38,12.4,Muy alto,140
14,14090,Tenamaxtlán,1886,22.27,12.88,1.43,6.57,10.76,Alto,208
14,14091,Teocaltiche,8798,17.37,14.88,2.38,2.8,9.651,Alto,268
14,14092,Teocuitatlán de Corona,3043,21.79,13.34,2.17,3.71,10.277,Alto,233
14,14093,Tepatitlán de Morelos,25200,7.67,9.95,4.24,2.98,6.138,Medio,587
14,14094,Tequila,7596,7.31,5.58,1.74,1.29,4.045,Medio,846
14,14095,Teuchitlán,2149,21.41,22.38,6.7,3.77,13.708,Muy alto,91
14,14096,Tizapán el Alto,4585,29.49,14.59,5.5,5.06,14.141,Muy alto,77
14,14097,Tlajomulco de Zúñiga,26845,6.2,6.03,1.15,1.53,3.826,Medio,884
14,14098,Tlaquepaque,106172,3.48,2.99,0.78,0.83,2.086,Bajo,1251
14,14099,Tolimán,1967,23.39,20.03,2.14,2.49,11.959,Muy alto,162
14,14100,Tomatlán,7784,8.02,11.84,2.65,2.38,5.905,Medio,614
14,14101,Tonalá,72070,3.43,3.4,1.37,0.89,2.376,Bajo,1173
14,14102,Tonaya,1341,23.86,18.94,5.82,1.94,12.544,Muy alto,134
14,14103,Tonila,2069,9.38,7.44,0.1,1.45,4.745,Medio,744
14,14104,Totatiche,1406,32.79,22.83,3.49,4.55,15.778,Muy alto,40
14,14105,Tototlán,4635,20.6,13.68,3.88,3.32,10.412,Alto,227
14,14106,Tuxcacuesco,943,28.21,16.86,2.76,1.7,12.545,Muy alto,132
14,14107,Tuxcueca,1417,14.96,11.43,5.58,2.68,8.931,Alto,335
14,14108,Tuxpan,7664,4.74,1.45,1.4,0.37,2.301,Bajo,1198
14,14109,Unión de San Antonio,3317,14.92,16.85,3.23,3.11,9.628,Alto,271
14,14110,Unión de Tula,3314,28.42,21.48,3.62,3.98,14.394,Muy alto,70
14,14111,Valle de Guadalupe,1359,10.15,13.39,2.8,4.49,7.811,Alto,418
14,14112,Valle de Juárez,1530,33.33,24.31,2.61,4.38,16.599,Muy alto,23
14,14113,San Gabriel,3054,17.62,14.73,1.93,3.41,9.51,Alto,287
14,14114,Villa Corona,3867,18.77,18.1,7.91,5.48,12.141,Muy alto,153
14,14115,Villa Guerrero,1571,24.63,18.65,2.67,6.37,13.501,Muy alto,98
14,14116,Villa Hidalgo,3302,5.48,8.36,5.48,2.48,5.567,Medio,657
14,14117,Cañadas de Obregón,1174,24.36,14.91,2.56,5.88,11.809,Muy alto,170
14,14118,Yahualica de González Gallo,5850,21.83,12.99,2.68,5.01,10.507,Alto,220
14,14119,Zacoalco de Torres,5938,20.46,14.85,2.86,2.39,10.287,Alto,232
14,14120,Zapopan,238927,4,3.21,1.13,0.95,2.407,Bajo,1163
14,14121,Zapotiltic,6670,10.49,11.75,1.74,1.2,6.463,Medio,542
