hts8	year	brief_description	quantity_1_code	quantity_2_code	wto_binding_code	mfn_rate_type_code	mfn_ave	mfn_ad_val_rate	mfn_specific_rate	mfn_other_rate	gsp_indicator	gsp_ctry_excluded	gsp_ctry_excluded2	gsp_ctry_excluded3	gsp_ctry_excluded4	apta_indicator	civil_air_indicator	nafta_canada_ind	canada_rate_type_code	canada_ave	canada_ad_val_rate	canada_specific_rate	canada_other_rate	nafta_mexico_ind	mexico_rate_type_code	mexico_ave	mexico_ad_val_rate	mexico_specific_rate	mexico_other_rate	cbi_indicator	cbi_rate_type_code	cbi_ave	cbi_ad_val_rate	cbi_specific_rate	cbi_other_rate	agoa_indicator	cbtpa_indicator	cbtpa_rate_type_code	cbtpa_ave	cbtpa_ad_val_rate	cbtpa_specific_rate	cbtpa_other_rate	israel_fta_indicator	israel_rate_type_code	israel_ave	israel_ad_val_rate	israel_specific_rate	israel_other_rate	atpa_indicator	atpa_rate_type_code	atpa_ave	atpa_ad_val_rate	atpa_specific_rate	atpa_other_rate	pharmaceutical_ind	dyes_indicator	col2_rate_type_code	col2_ave	col2_ad_val_rate	col2_specific_rate	col2_other_rate	begin_effect_date	end_effective_date	additional_tariff_num_ind	unitvalue
35011050	2001	"Casein, other than milk protein concentrate"	"KG"	""	"B"	0	0	0	0	0	""	""	""	""	""	""	""	""		0				""		0				""		0				""	""		0				""		0				""		0				""	""	0	0	0	0	0	"1/1/89"	"12/31/2100"		4.78719
35019020	2001	"Casein glues"	"KG"	""	"B"	7	.06	.06	0	0	"A*"	"DO"	"IN"	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.3	.3	0	0	"1/1/00"	"12/31/2100"		3.68997
35019060	2001	"Caseinates and other casein derivatives, nesoi"	"KG"	""	"B"	1	.00072	0	.0037	0	"A*"	"IN"	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	1	.02353	0	.121	0	"1/1/00"	"12/31/2100"		5.14245
35021100	2001	"Egg albumin, dried"	"KG"	""	"B"	1	.084538	0	.476	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		"D"	""		0				"IL"		0				"J"		0	0	0		""	""	1	.105673	0	.595	0	"12/21/00"	"9/30/08"		5.63057
35021900	2001	"Egg albumin, other than dried"	"KG"	""	"B"	1	.199598	0	.097	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		"D"	""		0				"IL"		0				"J"		0	0	0		""	""	1	.500025	0	.243	0	"12/21/00"	"9/30/08"		.485976
35022000	2001	"Milk albumin, including concentrates of two or more whey proteins"	"KG"	""	"B"	0	0	0	0	0	""	""	""	""	""	""	""	""		0				""		0				""		0				""	""		0				""		0				""		0				""	""	0	0	0	0	0	"1/1/96"	"12/31/2100"		4.7645
35029000	2001	"Albumins, albuminates and other albumin derivatives, nesoi"	"KG"	""	"B"	0	0	0	0	0	""	""	""	""	""	""	""	""		0				""		0				""		0				""	""		0				""		0				""		0				""	""	0	0	0	0	0	"1/1/95"	"12/31/2100"		12.3563
35030010	2001	"Fish glue"	"KG"	""	"B"	4	.020713	.015	.012	0	"A*"	"IN"	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	4	.333784	.25	.176	0	"1/1/00"	"12/31/2100"		2.10065
35030020	2001	"Inedible gelatin and animal glue valued under 88 cents per kg"	"KG"	""	"B"	4	.050156	.032	.012	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		"D"	""		0				"IL"		0				"J"		0	0	0		""	""	4	.283216	.2	.055	0	"12/21/00"	"9/30/08"		.660932
35030040	2001	"Inedible gelatin and animal glue valued 88 cents or more per kg"	"KG"	""	"B"	4	.055605	.038	.028	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		"D"	""		0				"IL"		0				"J"		0	0	0		""	""	4	.296829	.2	.154	0	"12/21/00"	"9/30/08"		1.59044
35030055	2001	"Gelatin sheets and derivatives, nesoi; isinglass; other glues of animal origin, nesoi"	"KG"	""	"B"	4	.044217	.038	.028	0	"A*"	"IN"	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	4	.234195	.2	.154	0	"1/1/00"	"12/31/2100"		4.50359
35040010	2001	"Protein isolates"	"KG"	""	"B"	7	.05	.05	0	0	"A*"	"IN"	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.2	.2	0	0	"1/1/00"	"12/31/2100"		11.579
35040050	2001	"Peptones and their derivatives; protein substances and their derivatives, nesoi; hide powder"	"KG"	""	"B"	7	.04	.04	0	0	"A*"	"AR"	"IN"	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.305	.305	0	0	"1/1/00"	"12/31/2100"		4.36376
35051000	2001	"Dextrins and other modified starches"	"KG"	""	"B"	1	.010113	0	.007	0	"A*"	"IN"	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	1	.095352	0	.066	0	"1/1/00"	"12/31/2100"		.692172
35052000	2001	"Glues based on starches or on dextrins or other modified starches"	"KG"	""	"B"	4	.042633	.029	.021	0	"A*"	"IN"	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	4	.364259	.25	.176	0	"1/1/00"	"12/31/2100"		1.54036
35061010	2001	"Animal glue, including casein glue but not including fish glue, not exceeding a net weight of 1 kg, put up for retail sale"	"KG"	""	"B"	7	.065	.065	0	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	7	.014	.014	0		"E"		0	0	0		"D"	""		0				"IL"		0				"J"		0	0	0		""	""	7	.304	.304	0	0	"1/1/01"	"12/31/01"		3.20144
35061050	2001	"Products suitable for use as glues or adhesives, nesoi, not exceeding 1 kg, put up for retail sale"	"KG"	""	"B"	7	.021	.021	0	0	"A*"	"IN"	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.2	.2	0	0	"1/1/94"	"12/31/2100"		4.65367
35069100	2001	"Adhesive preparations based on rubber or plastics (including artificial resins)"	"KG"	""	"B"	7	.021	.021	0	0	"A*"	"IN"	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.2	.2	0	0	"1/1/94"	"12/31/2100"		2.53917
35069900	2001	"Prepared glues and other prepared adhesives, excluding adhesives based on rubber or plastics, nesoi"	"KG"	""	"B"	7	.021	.021	0	0	"A*"	"AR"	"IN"	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.2	.2	0	0	"5/17/97"	"12/31/2100"		2.35193
35071000	2001	"Rennet and concentrates thereof"	"KG"	""	"B"	0	0	0	0	0	""	""	""	""	""	""	""	""		0				""		0				""		0				""	""		0				""		0				""		0				""	""	0	0	0	0	0	"1/1/89"	"12/31/2100"		10.9451
35079020	2001	"Penicillin G amidase"	"KG"	""	"B"	0	0	0	0	0	""	""	""	""	""	""	""	""		0				""		0				""		0				""	""		0				""		0				""		0				""	""	7	.25	.25	0	0	"1/1/95"	"12/31/2100"		45.9715
35079070	2001	"Enzymes and prepared enzymes, nesoi"	"KG"	""	"B"	0	0	0	0	0	""	""	""	""	""	""	""	""		0				""		0				""		0				""	""		0				""		0				""		0				""	""	7	.25	.25	0	0	"1/1/99"	"12/31/2100"		15.9174
36010000	2001	"Propellant powders"	"KG"	""	"B"	7	.065	.065	0	0	"A*"	"IN"	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.6	.6	0	0	"1/1/99"	"12/31/2100"		12.6729
36020000	2001	"Prepared explosives, other than propellant powders"	"KG"	""	"B"	0	0	0	0	0	""	""	""	""	""	""	""	""		0				""		0				""		0				""	""		0				""		0				""		0				""	""	0	0	0	0	0	"1/1/89"	"12/31/2100"		2.2036
36030030	2001	"Safety fuses or detonating fuses"	"KM"	""	"B"	7	.03	.03	0	0	"A*"	"IN"	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.083	.083	0	0	"1/1/95"	"12/31/2100"		176.996
36030060	2001	"Percussion caps"	"K"	""	"B"	7	.042	.042	0	0	"A*"	"IN"	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.3	.3	0	0	"1/1/94"	"12/31/2100"		15.1996
36030090	2001	"Detonating caps, igniters or electric detonators"	"NO"	""	"B"	7	.002	.002	0	0	"A*"	"IN"	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.003	.003	0	0	"1/1/95"	"12/31/2100"		.446471
36041010	2001	"Display or special fireworks (Class 1.3G)"	"KG"	""	"B"	7	.024	.024	0	0	"A*"	"IN"	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.125	.125	0	0	"10/26/96"	"12/31/2100"		3.74291
36041090	2001	"Fireworks, nesoi"	"KG"	""	"B"	7	.053	.053	0	0	"A*"	"IN"	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.125	.125	0	0	"10/26/96"	"12/31/2100"		1.61544
36049000	2001	"Signaling flares, rain rockets, fog signals and other pyrotechnic articles, excluding fireworks"	"KG"	""	"B"	7	.065	.065	0	0	"A*"	"IN"	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.4	.4	0	0	"1/1/99"	"12/31/2100"		3.67974
36050000	2001	"Matches, other than pyrotechnic articles of heading 3604"	"GR"	""	"B"	0	0	0	0	0	""	""	""	""	""	""	""	""		0				""		0				""		0				""	""		0				""		0				""		0				""	""	1	.30622	0	.2	0	"1/1/89"	"12/31/2100"		.653125
36061000	2001	"Liquid or liquefied-gas fuels in containers used for filling cigarette or similar lighters of a capacity not exceeding 300 cubic cm"	"NO"	""	"B"	0	0	0	0	0	""	""	""	""	""	""	""	""		0				""		0				""		0				""	""		0				""		0				""		0				""	""	0	0	0	0	0	"1/1/89"	"12/31/2100"		.371856
36069030	2001	"Ferrocerium and other pyrophoric alloys in all forms"	"KG"	""	"B"	7	.059	.059	0	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		"D"	""		0				"IL"		0				"J"		0	0	0		""	""	7	.567	.567	0	0	"12/21/00"	"9/30/08"		11.0897
36069040	2001	"Metaldehyde"	"KG"	""	"B"	0	0	0	0	0	""	""	""	""	""	""	""	""		0				""		0				""		0				""	""		0				""		0				""		0				""	""	7	.25	.25	0	0	"1/1/95"	"12/31/2100"		3.82611
36069080	2001	"Articles of combustible materials as specified in note 2 of chap. 36, nesoi"	"KG"	""	"B"	7	.05	.05	0	0	"A*"	"IN"	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.25	.25	0	0	"1/1/95"	"12/31/2100"		.648241
37011000	2001	"Photographic plates and film in the flat, sensitized, unexposed, of any material other than paper, paperboard or textiles, for X-ray use"	"M2"	""	"B"	7	.037	.037	0	0	"A*"	"AR"	"IN"	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.25	.25	0	0	"5/17/97"	"12/31/2100"		5.56185
37012000	2001	"Instant print film in the flat, sensitized, unexposed, whether or not in packs"	"NO"	""	"B"	7	.037	.037	0	0	"A*"	"IN"	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.25	.25	0	0	"1/1/94"	"12/31/2100"		3.75027
37013000	2001	"Photographic plates and film nesoi, with any side 255 mm, in the flat, sensitized, unexposed, not of paper, paperboard, or textiles"	"M2"	""	"B"	7	.037	.037	0	0	"A*"	"IN"	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.25	.25	0	0	"1/1/95"	"12/31/2100"		5.01827
37019100	2001	"Photographic plates, film, for color photography, nesoi, in the flat, sensitized, unexposed, not of paper, paperboard, textiles"	"NA"	""	"B"	7	.037	.037	0	0	"A*"	"IN"	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.25	.25	0	0	"1/1/94"	"12/31/2100"		
37019930	2001	"Photographic dry plates, nesoi, sensitized, unexposed, of any material other than paper, paperboard or textiles"	"M2"	""	"B"	7	.049	.049	0	0	"A*"	"IN"	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.2	.2	0	0	"1/1/94"	"12/31/2100"		122.636
37019960	2001	"Photographic plates and film, nesoi, in the flat, sensitized, unexposed, of any material other than paper, paperboard or textiles"	"M2"	""	"B"	7	.037	.037	0	0	"A*"	"IN"	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.25	.25	0	0	"1/1/94"	"12/31/2100"		2.52209
37021000	2001	"Photographic film in rolls, sensitized, unexposed, for X-ray use; of any material other than paper, paperboard or textiles"	"M2"	""	"B"	7	.037	.037	0	0	"A*"	"AR"	"IN"	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.25	.25	0	0	"5/17/97"	"12/31/2100"		3.11278
37022000	2001	"Instant print film in rolls, sensitized, unexposed"	"M2"	""	"B"	7	.037	.037	0	0	"A*"	"IN"	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.25	.25	0	0	"1/1/94"	"12/31/2100"		19.1101
37023100	2001	"Film in rolls, for color photography, without sprocket holes, of a width not exceeding 105 mm, sensitized, unexposed"	"NO"	""	"B"	7	.037	.037	0	0	"A*"	"IN"	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.25	.25	0	0	"1/1/96"	"12/31/2100"		4.16171
37023200	2001	"Film in rolls, with silver halide emulsion, without sprocket holes, of a width not exceeding 105 mm, sensitized, unexposed"	"M2"	""	"B"	7	.037	.037	0	0	"A*"	"IN"	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.25	.25	0	0	"1/1/94"	"12/31/2100"		3.56693
37023900	2001	"Film in rolls without sprocket holes, width not exceeding 105 mm, other than color photography or silver halide emulsion film"	"M2"	""	"B"	7	.037	.037	0	0	"A*"	"IN"	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.25	.25	0	0	"1/1/96"	"12/31/2100"		2.47663
37024100	2001	"Film in rolls, without sprocket holes, of a width exceeding 610 mm and of a length exceeding 200 m, for color photography"	"M2"	""	"B"	7	.037	.037	0	0	"A*"	"IN"	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.25	.25	0	0	"1/1/96"	"12/31/2100"		7.15382
37024200	2001	"Film in rolls, without sprocket holes, of a width exceeding 610 mm and of a length exceeding 200 m, other than for color photography"	"M2"	""	"B"	7	.037	.037	0	0	"A*"	"IN"	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.25	.25	0	0	"1/1/94"	"12/31/2100"		.518433
37024300	2001	"Film in rolls, without sprocket holes, of a width exceeding 610 mm and of a length not exceeding 200 m"	"M2"	""	"B"	7	.037	.037	0	0	"A*"	"IN"	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.25	.25	0	0	"1/1/94"	"12/31/2100"		5.17142
37024400	2001	"Film in rolls, without sprocket holes, of a width exceeding 105 mm but not exceeding 610 mm"	"M2"	""	"B"	7	.037	.037	0	0	"A*"	"IN"	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.25	.25	0	0	"1/1/94"	"12/31/2100"		1.06336
37025100	2001	"Film for color photography, in rolls, of a width not exceeding 16 mm and of a length not exceeding 14 m"	"NO"	"M2"	"B"	7	.037	.037	0	0	"A*"	"IN"	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.25	.25	0	0	"1/1/94"	"12/31/2100"		1.50418
37025200	2001	"Film for color photography, in rolls, of a width not exceeding 16 mm and of a length exceeding 14 m"	"M2"	""	"B"	7	.037	.037	0	0	"A*"	"IN"	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.25	.25	0	0	"1/1/94"	"12/31/2100"		6.65292
37025300	2001	"Film for color photography, in rolls, exceeding 16 but not 35 mm in width and of a length not exceeding 30 m, for slides"	"NO"	""	"B"	7	.037	.037	0	0	"A*"	"IN"	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.25	.25	0	0	"1/1/94"	"12/31/2100"		2.74994
37025400	2001	"Film for color photography, in rolls, exceeding 16 but not 35 mm in width, of a length not exceeding 30 m, other than for slides"	"NO"	""	"B"	7	.037	.037	0	0	"A*"	"IN"	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.25	.25	0	0	"1/1/94"	"12/31/2100"		1.10434
37025500	2001	"Film for color photography, in rolls, exceeding 16 but not 35 mm in width and of a length exceeding 30 m"	"M2"	""	"B"	0	0	0	0	0	""	""	""	""	""	""	""	""		0				""		0				""		0				""	""		0				""		0				""		0				""	""	1	.182702	0	.38	0	"1/1/89"	"12/31/2100"		2.07989
37025600	2001	"Film for color photography, in rolls, of a width exceeding 35 mm"	"NA"	"NA"	"B"	0	0	0	0	0	""	""	""	""	""	""	""	""		0				""		0				""		0				""	""		0				""		0				""		0				""	""						"1/1/89"	"12/31/2100"		.398661
37029100	2001	"Photographic film nesoi, in rolls, not of paper, of a width not exceeding 16 mm and of a length not exceeding 14 m"	"NO"	""	"B"	7	.037	.037	0	0	"A*"	"IN"	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.25	.25	0	0	"1/1/95"	"12/31/2100"		.71714
37029200	2001	"Photographic film nesoi, in rolls, of a width not exceeding 16 mm and of a length exceeding 14 m"	"M2"	""	"B"	7	.037	.037	0	0	"A*"	"IN"	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.25	.25	0	0	"1/1/95"	"12/31/2100"		11.4996
37029300	2001	"Photographic film nesoi, in rolls, of a width exceeding 16 but not 35 mm and of a length not exceeding 30 m"	"NO"	""	"B"	7	.037	.037	0	0	"A*"	"IN"	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.25	.25	0	0	"1/1/95"	"12/31/2100"		2.45993
37029400	2001	"Photographic film nesoi, in rolls, of a width exceeding 16 but not 35 mm and of a length exceeding 30 m"	"M2"	""	"B"	0	0	0	0	0	""	""	""	""	""	""	""	""		0				""		0				""		0				""	""		0				""		0				""		0				""	""	1	.148572	0	.38	0	"1/1/89"	"12/31/2100"		2.55768
37029500	2001	"Photographic film nesoi, in rolls, of a width exceeding 35 mm"	"M2"	""	"B"	7	.037	.037	0	0	"A*"	"IN"	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.25	.25	0	0	"1/1/95"	"12/31/2100"		.858837
37031030	2001	"Silver halide photographic papers, sensitized, unexposed, in rolls of a width exceeding 610 mm"	"M2"	""	"B"	7	.037	.037	0	0	"A*"	"IN"	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.3	.3	0	0	"1/1/94"	"12/31/2100"		1.647
37031060	2001	"Photographic paper (other than silver halide), paperboard and textiles, sensitized, unexposed, in rolls of a width exceeding 610 mm"	"M2"	""	"B"	7	.031	.031	0	0	"A*"	"IN"	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.3	.3	0	0	"1/1/94"	"12/31/2100"		1.54042
37032030	2001	"Silver halide papers, other than in rolls of a width exceeding 610 mm, for color photography, sensitized, unexposed"	"M2"	""	"B"	7	.037	.037	0	0	"A*"	"IN"	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.3	.3	0	0	"1/1/94"	"12/31/2100"		1.8215
37032060	2001	"Photographic paper (not silver halide), paperbd & textiles for color photos, other than in rolls of a width > 610 mm, sensitized, unexposed"	"M2"	""	"B"	7	.031	.031	0	0	"A*"	"IN"	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.3	.3	0	0	"1/1/94"	"12/31/2100"		.839663
37039030	2001	"Silver halide photographic papers, sensitized, unexposed, not for color photography, other than in rolls of a width exceeding 610 mm"	"M2"	""	"B"	7	.037	.037	0	0	"A*"	"IN"	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.3	.3	0	0	"1/1/94"	"12/31/2100"		2.60758
37039060	2001	"Photographic paper (not silver halide), paperbd, tex., not for color photo, other than in rolls of a width > 610 mm, sensitized, unexposed"	"M2"	""	"B"	7	.028	.028	0	0	"A*"	"IN"	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.35	.35	0	0	"1/1/94"	"12/31/2100"		.261416
37040000	2001	"Photographic plates, film, paper, paperboard and textiles, exposed but not developed"	"M2"	""	"B"	0	0	0	0	0	""	""	""	""	""	""	""	""		0				""		0				""		0				""	""		0				""		0				""		0				""	""	1	.344318	0	3.88	0	"1/1/89"	"12/31/2100"		11.2687
37051000	2001	"Photographic plates and films, exposed and developed, other than motion picture film, for offset reproduction"	"NO"	""	"B"	0	0	0	0	0	""	""	""	""	""	""	""	""		0				""		0				""		0				""	""		0				""		0				""		0				""	""	7	.25	.25	0	0	"1/1/89"	"12/31/2100"		6.04161
37052010	2001	"Microfilms covered by Nairobi Protocal"	"X"	""	"B"	0	0	0	0	0	""	""	""	""	""	""	""	""		0				""		0				""		0				""	""		0				""		0				""		0				""	""	0	0	0	0	0	"1/1/89"	"12/31/2100"		
37052050	2001	"Microfilms not covered by Nairobi Protocal"	"X"	""	"B"	0	0	0	0	0	""	""	""	""	""	""	""	""		0				""		0				""		0				""	""		0				""		0				""		0				""	""	7	.25	.25	0	0	"1/1/89"	"12/31/2100"		
37059000	2001	"Photographic plates and films, exposed and developed, other than motion picture film, nesoi"	"X"	""	"B"	0	0	0	0	0	""	""	""	""	""	""	""	""		0				""		0				""		0				""	""		0				""		0				""		0				""	""	0	0	0	0	0	"1/1/89"	"12/31/2100"		
37061030	2001	"Sound recordings on motion-picture film of a width of 35 mm or more, suitable for use with motion-picture exhibits"	"M"	""	"B"	7	.014	.014	0	0	"A*"	"AR"	"IN"	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.07	.07	0	0	"5/17/97"	"12/31/2100"		.171835
37061060	2001	"Motion-picture film of a width of 35 mm or more, exposed and developed, whether or not incorporating sound track, nesoi"	"M"	""	"B"	0	0	0	0	0	""	""	""	""	""	""	""	""		0				""		0				""		0				""	""		0				""		0				""		0				""	""	1	.280937	0	.1	0	"1/1/89"	"12/31/2100"		.355952
37069000	2001	"Motion-picture film, exposed and developed, less than 35 mm wide"	"M"	""	"B"	0	0	0	0	0	""	""	""	""	""	""	""	""		0				""		0				""		0				""	""		0				""		0				""		0				""	""	1	.560868	0	.1	0	"1/1/89"	"12/31/2100"		.178295
37071000	2001	"Sensitizing emulsions, for photographic uses, nesoi"	"KG"	""	"B"	7	.03	.03	0	0	"A*"	"IN"	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.2	.2	0	0	"1/1/95"	"12/31/2100"		28.2011
37079031	2001	"Acid violet 19 for photographic uses"	"KG"	""	"B"	0	0	0	0	0	""	""	""	""	""	""	""	""		0				""		0				""		0				""	""		0				""		0				""		0				""	""	4	.520719	.5	.154	0	"1/1/95"	"12/31/2100"		7.4327
37079032	2001	"Chemical preparations for photographic uses, nesoi"	"KG"	""	"B"	7	.065	.065	0	0	"A*"	"AR"	"IN"	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	4	.508722	.5	.154	0	"1/1/99"	"12/31/2100"		17.6559
37079060	2001	"Unmixed products for photographic uses, put up in measured portions or put up for retail sale in a form ready for use"	"KG"	""	"B"	7	.015	.015	0	0	"A*"	"IN"	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.045	.045	0	0	"1/1/94"	"12/31/2100"		5.96699
38011010	2001	"Artificial graphite plates, rods, powder and other forms, for manufacture into brushes for electric generators, motors or appliances"	"KG"	""	"B"	7	.037	.037	0	0	"A*"	"IN"	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.45	.45	0	0	"1/1/94"	"12/31/2100"		2.8002
38011050	2001	"Artificial graphite, nesoi"	"KG"	""	"B"	0	0	0	0	0	""	""	""	""	""	""	""	""		0				""		0				""		0				""	""		0				""		0				""		0				""	""	7	.1	.1	0	0	"1/1/89"	"12/31/2100"		2.05503
